,Country,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Age dependency ratio, old","Age dependency ratio, young","Birth rate, crude (per 1,000 people)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure per capita (current US$),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure per capita (current US$),"Domestic private health expenditure per capita, PPP  (current international $)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, Hib3 (% of children ages 12-23 months)","Immunization, Pol3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","Labor force, female (% of total labor force)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000)",Number of infant deaths,Number of neonatal deaths,Number of under-five deaths,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure per capita (current US$),"Out-of-pocket expenditure per capita, PPP (current international $)",Prevalence of anemia among children (% of children under 5),Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among pregnant women (%),Prevalence of anemia among women of reproductive age (% of women ages 15-49),Prevalence of overweight (% of adults),"Prevalence of overweight, female (% of female adults)","Prevalence of overweight, male (% of male adults)",Sex ratio at birth (male births per female births),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","Tuberculosis case detection rate (%, all forms)","Tuberculosis death rate (per 100,000 people)",Tuberculosis treatment success rate (% of new cases),"Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)",ISO-alpha3 code_x,Year,cases of visceral leishmaniasis,Status of endemicity of cutaneous leishmaniasis 2017,ISO-alpha3 code_y,Buruli cases 2016,ISO-alpha3 code_x,Cases of cholera 2016,Cholera deaths 2016,Unnamed: 0,Oncho Status 2018,ISO-alpha3 code_y,Oncho cases 2016,Trachoma Operations 2018,Trachoma Pop at Risk 2018,Country code_x,Population requiring PC for STH Pre-SAC,National coverage Pre-SAC,Population requiring PC for STH SAC,National coverage SAC,Country code_y,Population requiring PC for SCH annually,Reported number of SAC treated for Schisto,Age group,National coverage Schisto tmt
126,Mauritius,26.9298,14.778037055998494,26.76393520857583,10.4,6.5,4.8,88.7,5.745666,553.09652768,1206.73977865,8.1,2.53455457,44.11245928,9.96158151,243.98448052,532.32259342,55.66150817,307.86186896,671.68956052,1.4,10640.0,96.0,72.0,96.0,96.0,92.0,12.0,38.809161677244575,600938.0,77.76,71.19,74.3948780487805,22.6,17.5,27.8,12.2,8.4,13.8,164.0,113.0,185.0,48.1607769,266.37558473,581.17525256,39.1,25.0,29.3,25.1,32.3,39.8,24.3,1.042,84.89455,71.91351999999998,3.6,1.0,6.3,80.0,1.4,89.0,10.4219999313354,4.52500009536743,6.81300020217896,MUS,,,No autochthonous cases reported,MUS,,,,,,,,,,,,,,,,,,,,
127,Mexico,61.4052,10.045245238905474,40.86730407292559,18.173,9.8,10.3,79.9,5.46900124,461.78664709,971.8231599,4.852,2.8519694,52.14790183,10.41154701,240.81204738,506.78538737,47.8520422,220.97434125,465.03722861,2.184,9410.0,97.0,93.0,97.0,96.0,96.0,22.0,36.382398616568025,55096601.0,79.538,74.715,77.118,15.7,14.1,17.4,12.2,7.6,14.1,28195.0,17521.0,32798.0,40.37819905,186.46113156,392.40468994,28.2,14.4,19.6,14.6,64.9,66.0,63.6,1.05,86.16804,78.5285,6.5,2.1,11.1,80.0,1.7,79.0,3.91000008583069,3.82999992370605,3.8589999675750697,MEX,2016,0,Endemic,MEX,,MEX,,,24.0,Elimination verified,MEX,Elimination verified,0.0,0.0,AMR,6619068,0.766,22267345,0.6284,,,,,
128,Micronesia (Federated States of),14.8504,7.386930251657183,54.24561506423417,23.708,18.5,6.8,74.8,12.56300745,386.6940552,431.58638482,6.222,3.49755248,27.84008733,5.73456574,107.65596987,120.15403447,2.91874875,11.28662864,12.59692304,3.145,3390.0,69.0,76.0,46.0,68.0,70.0,177.0,,,70.363,68.023,69.195,26.1,23.1,29.0,27.4,17.2,33.1,68.0,43.0,82.0,2.62905844,10.1664127,11.34665828,38.2,22.6,33.4,23.3,75.9,79.8,72.1,1.062,75.35771,70.06195,2.5,0.6,4.2,80.0,20.0,90.0,,,,FSM,,,No autochthonous cases reported,FSM,,,,,,,,,,,WPR,10652,-,26219,-,,,,,
129,Republic of Moldova,22.6952,13.961852591347645,21.252038988699674,10.323,4.2,5.7,90.1,8.98095464,171.19013187,480.38300046,11.481,4.38192468,48.79130173,12.12292963,83.52589378,234.38511923,47.49948384,81.31442903,228.17944569,1.241,2510.0,89.0,90.0,89.0,91.0,88.0,101.0,49.17909434209685,1281146.0,75.895,67.334,71.61,24.9,17.3,33.7,13.5,11.7,15.7,570.0,491.0,667.0,46.28999357,79.24390104,222.36926004,26.3,26.8,27.8,26.8,51.8,50.1,53.5,1.058,82.65724,63.15527,15.2,6.1,25.2,87.0,7.4,83.0,2.88000011444092,5.44799995422363,4.18499994277954,MDA,,,No autochthonous cases reported,MDA,,,,,,,,,,,,,,,,,,,,
130,Monaco,,,,7.8,,,,1.74986203,2939.84496393,3019.1346449,7.9,1.39211331,79.55560432,6.69802039,2338.81142724,2401.89081209,20.44439568,601.0335367,617.2438328,,,99.0,99.0,99.0,99.0,88.0,0.0,,,,,,,,,2.8,1.8,3.4,1.0,1.0,1.0,7.0612099000000015,207.5886237,213.18743451,,,,,,,,,,,,,,,0.0,,,,,MCO,2016,No data,Endemic,MCO,,,,,,,,,,,,,,,,,,,,
131,Mongolia,24.2296,5.912409403151442,43.90308820919944,23.958,9.7,10.6,79.7,3.8090161,140.70820365,466.69121806,6.318,2.1588159,56.67647081,5.32754245,79.74844397,264.50411197,39.4181758,55.46460708,183.96116478,2.757,3500.0,99.0,99.0,99.0,99.0,98.0,428.0,45.27299681720349,1280949.0,73.546,65.277,69.28699999999999,30.2,21.9,38.8,15.4,9.6,18.0,1117.0,690.0,1302.0,35.87321474,50.47655606,167.41714285,30.3,18.9,30.3,19.5,55.6,55.5,55.5,1.03,78.62626999999998,58.58959,7.4,2.1,12.8,34.0,11.0,90.0,5.869999885559079,8.36499977111816,7.235000133514402,MNG,,,No autochthonous cases reported,MNG,,,,,,,,,,,,,,,,,,,,
132,Montenegro,12.1036,21.20230089929515,27.084177266466824,11.363,1.4,3.5,95.0,7.64204428,531.73230239,1333.92989986,9.863,5.73301587,75.02922166,12.06404722,398.90238982,1000.70622476,24.54090519,130.47484052,327.3156251000001,1.6669999999999998,7090.0,89.0,75.0,89.0,89.0,47.0,16.0,44.12811250559595,259116.0,79.48,74.723,77.116,20.6,14.9,26.4,3.5,2.5,3.8,25.0,18.0,27.0,24.08430059,128.06400602,321.26768669,26.9,25.1,27.2,25.2,59.4,52.5,66.3,1.062,89.15768,80.03645999999998,8.0,2.8,13.5,87.0,0.2,80.0,17.076000213623,18.2339992523193,17.7229995727539,MNE,2016,6,Endemic,MNE,,,,,,,,,,,,,,,,,,,,
133,Morocco,31.6776,9.952560078048887,41.857506669240166,19.965,14.0,6.4,79.6,5.83767147,171.4501845,465.69960182,5.13,2.73529496,46.85600597,9.06864386,80.33456957,218.20785536,52.49293585,89.99907952,244.45896991,2.491,2890.0,99.0,99.0,99.0,99.0,99.0,103.0,24.602336246965372,11782316.0,76.956,74.642,75.821,12.4,11.3,13.3,20.9,15.0,24.3,14677.0,10580.0,17114.0,48.61581172,83.35189889,226.40364159,34.0,36.7,40.4,36.9,60.4,64.0,56.4,1.06,87.76187,85.45255999999998,0.6,0.1,1.1,87.0,8.4,87.0,10.6999998092651,8.843000411987301,9.30000019073486,MAR,2016,92,Endemic,MAR,,,,,,,,,58.0,0.0,,,,,,,,,,
134,Mozambique,138.9466,6.068132328386585,86.8491877664793,38.953,65.3,7.8,26.9,5.066196499999998,19.20749469,61.64512077,10.091,2.70240725,53.34193507,8.34951296,10.24564935,32.88270029,8.54635311,1.64154032,5.2684097,5.2429999999999986,490.0,80.0,80.0,80.0,80.0,85.0,551.0,51.717529980170106,12057053.0,60.395,56.12,58.31100000000001,18.4,17.4,19.6,55.2,27.5,74.8,61004.0,30888.0,81768.0,7.67252925,1.47370065,4.72973992,60.2,51.1,50.7,51.0,26.4,33.6,18.0,1.03,57.85791,49.49376,2.4,0.7,4.3,45.0,75.0,90.0,3.5999999046325697,3.1449999809265097,3.38100004196167,MOZ,,,No autochthonous cases reported,MOZ,,,883,2,25.0,Endemic,MOZ,18279,1303.0,4882921.0,AFR,4431388,0.855,7298757,0.8843,AFR,14568568,1784087,SAC and Adults,0.1836
135,Myanmar,29.04,8.212203688692961,40.78428417190187,17.794,23.6,8.6,67.8,5.08779798,62.10872783,291.08854671,8.135,1.02208923,20.08902947,4.79140277,12.47704064,58.47686393,73.98307078,45.94994407,215.35624556,2.207,1200.0,90.0,90.0,90.0,89.0,91.0,361.0,40.27516920536445,24636187.0,68.94,64.242,66.612,24.2,21.5,27.3,39.9,24.7,50.5,37326.0,23210.0,47508.0,73.98307078,45.94994407,215.35624556,52.9,46.0,53.8,46.3,24.8,27.8,21.2,1.03,72.78883,63.29751,4.8,1.3,8.5,72.0,47.0,88.0,1.4370000362396202,1.0,1.17599999904633,MMR,,,No autochthonous cases reported,MMR,,,782,11,,,,,825.0,0.0,SEAR,3473418,0.9785,8241612,0.9783,,,,,
136,Namibia,75.0032,5.895609959516071,61.90675104554424,29.181,49.3,9.8,40.9,9.12250271,402.75701789,969.25813468,7.23,5.6463848,61.89512877,13.80497919,249.28697485,599.92357057,31.10674242,125.28458815,301.50463137,3.415,4980.0,85.0,85.0,85.0,84.0,75.0,446.0,48.13412480157399,894540.0,67.241,61.381,64.388,21.3,18.7,24.7,32.7,17.8,45.2,2337.0,1282.0,3211.0,7.71841881,31.08647342,74.81140216,47.1,23.0,27.1,23.2,40.6,51.9,27.2,1.03,66.05045,53.72771,9.8,2.9,17.3,80.0,30.0,84.0,25.011999130249,21.8110008239746,23.3519992828369,NAM,,,Endemic,NAM,,,,,,,,,,,AFR,238368,-,572615,-,AFR,504003,-,-,-
137,Nauru,,,,,,,,11.10191475,1012.3496595,1246.3021803,,6.73986265,60.70894838,5.03870415,614.58746691,756.61772868,4.78415829,48.43246021,59.6251307,,10730.0,97.0,97.0,97.0,97.0,98.0,101.0,,,,,,,,,28.1,21.1,34.0,4.0,3.0,5.0,1.15371797,11.67965995,14.37881222,,,,,88.5,88.7,88.3,,,,6.0,1.6,10.5,87.0,8.3,70.0,,,,NRU,,,No autochthonous cases reported,NRU,,,,,,,,,0.0,,WPR,808,-,2036,-,,,,,
138,Nepal,62.0832,8.998711559516284,50.541372072069336,19.71,25.0,8.8,66.2,6.29441655,45.45297766,155.96958828,6.283,1.16947516,18.57956407,5.31455941,8.44496511,28.97846958,69.71258731,31.68644673,108.73043541,2.1180000000000003,770.0,87.0,87.0,87.0,85.0,83.0,154.0,51.73438260761444,15473806.0,71.877,68.66,70.253,21.8,19.2,24.8,28.8,21.6,35.0,16408.0,12345.0,20026.0,55.44006757,25.19916152,86.46964512,42.7,34.9,40.0,35.1,21.0,22.8,19.1,1.065,78.13213,71.37697,2.0,0.6,3.6,70.0,22.0,91.0,1.1909999847412098,1.67700004577637,1.42599999904633,NPL,2016,242,Previously reported cases,NPL,,,169,0,,,,,742.0,0.0,SEAR,2298321,0.8544,5715750,0.4499,,,,,
139,Netherlands,4.084,28.2415312403315,25.50935700902888,10.1,5.2,5.2,89.6,10.35932019,4742.0302736,5251.24157815,8.7,8.38861624,80.97651273,19.30943492,3839.93074812,4252.27230496,19.02348727,902.09952549,998.96927319,1.66,46900.0,95.0,93.0,95.0,95.0,94.0,5.9,46.069970249522804,9050275.0,83.2,80.0,81.5609756097561,11.2,9.7,12.7,3.4,2.4,4.0,604.0,434.0,711.0,11.451386,543.02819069,601.33994271,12.5,16.2,23.2,16.4,57.8,50.2,65.4,1.053,92.60341,88.87326,8.7,3.6,13.9,87.0,0.18,86.0,6.51000022888184,5.5760002136230495,6.00600004196167,NLD,,,No autochthonous cases reported,NLD,,,1,0,,,,,,,,,,,,,,,,
140,New Caledonia,19.777,14.589866049174265,33.64583165827799,15.4,,,,,,,5.7,,,,,,,,,2.08,,,,,,,16.0,45.65560351242746,134380.0,79.8352338401928,74.22461206753,76.96150073712161,,,,,,,,,,,,,,,,,,,,1.05,89.72421,81.93630999999998,,,,87.0,1.3,31.0,15.1490001678467,13.1789999008179,14.079000473022498,NCL,,,,,,,,,,,,,,,WPR,No data available,-,No data available,-,,,,,
141,New Zealand,20.6034,23.010868545422035,30.41129959977261,12.65,4.6,6.0,89.5,9.22193561,3745.2164613,3664.7215455,6.64,7.25341615,78.65394489,22.48333276,2945.76049131,2882.4480646,21.34605511,799.45596999,782.27348089,1.87,39410.0,92.0,92.0,92.0,92.0,92.0,7.3,47.36342226731421,2608002.0,83.4,79.91,81.61243902439027,10.1,8.6,11.6,4.5,3.0,5.4,275.0,188.0,334.0,13.57558267,508.43495698,497.50730314,13.0,11.2,20.2,11.6,65.6,60.8,70.6,1.055,91.97562,88.46186,10.7,4.6,17.2,87.0,0.27,84.0,5.47399997711182,4.76300001144409,5.09999990463257,NZL,,,No autochthonous cases reported,NZL,,,,,,,,,,,,,,,,,,,,
142,Nicaragua,86.8736,8.042786718961977,45.2247625364328,19.511,10.9,12.7,76.4,8.74635494,188.158313,484.53229024,4.784,5.36582722,61.34929639,20.03875437,115.43380113,297.25715085,34.04822493,64.06456564,164.97464405,2.2,2000.0,98.0,98.0,98.0,99.0,99.0,48.0,38.81370909708436,2950187.0,78.391,72.343,75.404,14.2,13.7,14.8,15.3,7.3,17.9,1845.0,879.0,2158.0,32.22301748,60.63028608,156.13092456,29.2,15.9,25.7,16.3,58.2,61.4,54.7,1.05,83.30157,73.46533000000002,5.2,1.5,9.1,80.0,1.9,86.0,5.40100002288818,3.66700005531311,4.34000015258789,NIC,2016,0,Endemic,NIC,,,,,,,,,,,AMR,543154,0.9693,1070967,0.9682,,,,,
143,Niger,194.009,5.399141692985983,106.37960266295828,48.136,62.7,10.4,27.0,6.22894111,22.68333964,61.43025084,9.7,1.51293619,24.28881836,5.68580931,5.50951516,14.92068204,62.75378667,14.23465457,38.54980856,7.239,370.0,80.0,80.0,80.0,80.0,76.0,93.0,43.41495690099582,8156917.0,61.111,59.088,60.058,20.0,19.8,20.1,49.9,26.6,88.7,48637.0,26577.0,83660.0,58.51040375,13.27211361,35.94308779,77.3,47.8,58.7,49.5,22.0,29.7,14.6,1.05,61.85616,57.02505,0.5,0.1,0.9,52.0,20.0,81.0,0.194999992847443,0.398999989032745,0.310999989509583,NER,2016,No data,Endemic,NER,,,38,6,26.0,Thought not requiring PC,NER,No PC required,6540.0,9201358.0,AFR,3032823,1,5707953,0.8052,AFR,4575212,3442565,SAC and Adults,0.9771
144,Nigeria,109.274,5.167136258560998,82.92480244460072,38.887,62.7,8.3,29.0,3.64671499,79.33990545,213.7372371,12.462,0.47496933,13.0245805,5.00933623,10.33368986,27.83837851,76.6718676,60.83138726,163.87633144,5.526,2470.0,42.0,42.0,42.0,40.0,42.0,219.0,45.370833404702815,57389153.0,54.222,52.66,53.428,22.5,23.9,20.9,66.6,33.5,103.8,473758.0,242294.0,729245.0,75.20810178,59.67003685,160.74771882,68.3,48.8,57.8,49.8,28.9,36.1,21.7,1.0590000000000002,49.47592,45.19302,13.4,4.6,21.9,24.0,62.0,86.0,6.5460000038147,5.98000001907349,6.236999988555911,NGA,2016,No data,Endemic,NGA,235,NGA,768,32,27.0,Endemic,NGA,53083821,14819.0,21243693.0,AFR,19478774,0.8007,27270289,0.6456,AFR,24813070,12472989,SAC and Adults,0.5532
145,North Macedonia,16.5654,18.290554263981626,23.86011104271804,11.277,1.9,2.8,95.3,6.34410858,327.84334608,934.57501099,9.798,4.0326809,63.56576093,13.05388898,208.39611761,594.06971723,35.70858033,117.0682046,333.72346857,1.533,4980.0,95.0,94.0,94.0,95.0,82.0,16.0,38.73677375838017,951801.0,77.751,73.706,75.703,20.3,15.4,25.3,11.4,9.8,13.0,267.0,231.0,305.0,35.40909666,116.08636732,330.92456903,25.1,23.1,28.1,23.3,58.1,51.2,64.9,1.054,88.38991999999998,79.30949,8.1,2.8,13.5,80.0,0.98,88.0,22.725999832153306,24.3560009002686,23.7240009307861,MKD,2016,5,Endemic,MKD,,,,,,,,,,,,,,,,,,,,
146,Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,4.8,93.0,,,,MNP,,,,,,,,,,,,,,,,,,,,,,,,
147,Norway,5.6814,25.300749963222817,27.183071717691067,11.3,7.3,5.6,87.0,10.50063009,7477.89760673,6203.454703,7.8,8.93920884,85.13021374,17.58829559,6365.95021614,5281.01424815,14.86978626,1111.94739059,922.44045485,1.71,81620.0,96.0,,96.0,96.0,96.0,6.1,47.076739053414066,2768877.0,84.2,80.7,82.40731707317074,9.2,7.7,10.7,2.1,1.5,2.6,130.0,97.0,163.0,14.51965733,1085.76510767,900.72036524,12.1,15.1,21.5,15.3,58.3,51.4,65.0,1.057,93.30097,88.72694,7.5,3.2,11.6,87.0,0.22,88.0,3.91300010681152,5.3600001335144,4.67899990081787,NOR,,,No autochthonous cases reported,NOR,,,,,,,,,,,,,,,,,,,,
148,Oman,7.854,3.0751180983835917,29.130698496044197,18.732,10.5,17.7,71.9,4.29254957,648.27724661,2826.84695564,2.533,3.82644684,89.14158762,7.5657349,577.88462982,2519.89625587,10.85841238,70.3926168,306.95069977,2.6660000000000004,16100.0,99.0,99.0,99.0,99.0,99.0,9.0,13.300681086404175,2459453.0,79.48899999999998,75.314,77.029,17.8,15.5,19.4,9.7,5.1,11.3,785.0,411.0,909.0,5.91353351,38.33609225,167.16654213,38.4,38.0,41.8,38.2,62.6,65.7,60.6,1.05,87.6259,82.44913000000003,0.8,0.1,1.0,87.0,0.5,51.0,13.211000442504899,1.74100005626678,3.2660000324249303,OMN,2016,No data,Endemic,OMN,,,,,,,,,78.0,0.0,,,,,,EMR,No PC required,-,-,-
149,Pakistan,37.6912,7.41219204653521,57.55897808123437,28.233,34.9,7.3,57.8,2.75283024,39.57887533,144.12382406,7.282999999999999,0.76798214,27.89791124,3.85598312,11.04167951,40.20753652,68.01781448,26.92068599,98.02987527,3.4810000000000003,1420.0,75.0,75.0,75.0,75.0,75.0,268.0,21.908920766823226,70485398.0,67.52,65.514,66.48100000000001,24.7,22.6,26.6,62.9,45.2,77.1,338852.0,246502.0,414690.0,65.22793598,25.81648346,94.00899569,58.8,52.2,51.3,52.1,28.4,31.3,25.7,1.087,72.42152,67.6081,0.3,0.1,0.6,69.0,28.0,94.0,5.9910001754760716,2.72399997711182,3.4400000572204603,PAK,2016,No data,Endemic,PAK,,,,,,,,,0.0,3536125.0,EMR,9481275,0.9507,22201937,-,,,,,
150,Palau,,,,12.0,,,,11.68764783,1674.08990885,1891.91732342,9.9,6.98502143,59.76413331,18.70770957,1000.50532484,1130.68799126,24.87876945,416.49296889,470.68574917,,15260.0,98.0,98.0,98.0,98.0,96.0,123.0,,,,,,,,,13.6,8.2,15.8,4.0,2.0,5.0,14.45421982,241.97663535,273.46188868,,,,,85.1,85.9,84.3,,,,,,,87.0,10.0,83.0,,,,PLW,,,No autochthonous cases reported,PLW,,,,,,,,,,,,,,,,,,,,
151,Panama,82.8346,11.96095361718648,42.75748311716481,19.533,15.6,9.7,74.6,7.26068297,1040.67319231,1750.29885068,5.016,4.763161900000001,65.60211922,21.43608219,682.70366832,1148.23313875,33.66840318,350.37804615,589.29767386,2.514,12390.0,86.0,86.0,86.0,86.0,95.0,56.0,39.351368502401705,1909898.0,81.092,75.071,78.001,13.0,10.8,15.4,14.3,9.2,16.7,1125.0,721.0,1308.0,27.42514528,285.40613492,480.0220027,28.7,23.3,27.0,23.4,58.8,61.3,56.2,1.05,87.15879,78.24446,7.9,2.6,13.2,80.0,5.6,81.0,3.93700003623962,2.91100001335144,3.3150000572204603,PAN,,,Endemic,PAN,,,,,,,,,,,AMR,136030,-,299999,-,,,,,
152,Papua New Guinea,53.4388,6.208818010538802,60.45358391983532,27.606,36.1,8.0,55.9,1.97579249,55.15180669,92.26734054,7.112,1.3830432,69.99941566,7.20746133,38.60594241,64.58659922,7.85301738,4.33108096,7.24577029,3.658,2670.0,72.0,66.0,72.0,73.0,70.0,432.0,48.78698639741972,2481588.0,68.07600000000001,63.139,65.544,30.0,26.6,33.6,43.1,24.2,55.2,9515.0,5403.0,12148.0,7.85301738,4.33108096,7.24577029,48.4,36.0,44.8,36.6,52.9,58.1,47.4,1.08,68.76334,58.80053,1.2,0.3,2.1,79.0,45.0,62.0,1.34700000286102,3.56200003623962,2.4809999465942405,PNG,,,No autochthonous cases reported,PNG,19,PNG,,,,,,,0.0,1797231.0,WPR,1005973,0.0795,1758639,-,,,,,
153,Paraguay,56.6034,9.667547821570507,46.377265374664276,20.947,13.7,12.0,74.4,8.02487617,327.23510514,767.76711559,5.729,4.14268173,51.62299889,16.17967524,168.92857468,396.34440953,48.32704691,158.14306277,371.03917411,2.48,5390.0,92.0,92.0,92.0,93.0,85.0,42.0,39.50610685700944,3349186.0,75.368,71.02,73.12,17.5,16.3,18.7,18.4,11.4,21.6,2588.0,1608.0,3034.0,37.85777947,123.88394444,290.65958143,25.7,22.3,32.7,22.8,53.5,53.3,53.7,1.05,80.03752,73.71759,7.2,2.1,12.2,87.0,4.0,67.0,6.74200010299683,4.28299999237061,5.25500011444092,PRY,2016,64,Endemic,PRY,,,,,,,,,,,AMR,564244,-,1410609,0.6369,,,,,
154,Peru,48.4014,10.68024630705391,42.3107603975625,19.281,20.3,10.5,69.2,5.14391365,316.43713498,680.9994927,5.65,3.29590879,64.07395254,15.71415259,202.7537797,436.34329178,35.65323714,112.82008215,242.79836409,2.4,6120.0,89.0,89.0,89.0,88.0,88.0,117.0,45.56421676923481,16890884.0,77.65899999999998,72.366,74.983,12.6,11.2,14.1,12.1,7.6,15.5,7385.0,4680.0,9526.0,28.28794557,89.5135645,192.64076582,31.9,18.1,25.8,18.5,57.5,60.1,54.8,1.05,84.32852,75.93845999999998,6.3,2.2,10.5,80.0,7.2,86.0,3.5720000267028795,3.50300002098084,3.53500008583069,PER,,,Endemic,PER,,PER,,,,,,,6.0,97682.0,AMR,834018,1,1845199,-,,,,,
155,Philippines,59.855,7.399256172984407,50.45955106539771,23.21,25.2,7.5,67.3,4.38594904,129.4326091,342.28682198,6.524,1.38354204,31.54487269,7.10175822,40.82935177,107.97394225,66.27254809,85.77828814,226.84219878,2.925,3570.0,86.0,86.0,86.0,72.0,80.0,554.0,39.1910086768331,43870384.0,72.658,65.812,69.094,26.8,21.0,32.8,22.7,13.9,28.6,53995.0,33310.0,68101.0,53.94228670000001,69.81890909,184.63733885,17.5,14.9,30.3,15.7,27.6,28.9,26.1,1.06,77.90639,61.57883,6.6,1.9,11.3,58.0,26.0,91.0,2.8699998855590803,2.6029999256134,2.70799994468689,PHL,,,No autochthonous cases reported,PHL,,,124,0,,,,,,,WPR,10657298,0.8077,33482451,0.7299,WPR,2501792,372402,SAC and Adults,0.6482
156,Poland,13.0314,23.456430344423307,21.452964281461714,10.1,5.0,4.7,90.3,6.51647873,809.01490244,1784.39698369,10.2,4.54206336,69.70119202,11.04259441,563.89303062,1243.745968,30.1210333,243.68364815,537.47880964,1.39,12710.0,98.0,95.0,98.0,92.0,96.0,18.0,45.02605885877514,18393553.0,82.0,73.9,77.85121951219514,18.7,12.4,25.3,4.1,3.0,4.8,1487.0,1057.0,1738.0,22.94439071,185.62354012,409.41901576,26.3,25.7,26.2,25.7,58.3,51.1,65.6,1.056,89.35719,75.39594,11.6,4.7,19.2,87.0,1.3,54.0,6.22599983215332,6.10799980163574,6.16099977493286,POL,,,No autochthonous cases reported,POL,,,,,,,,,,,,,,,,,,,,
157,Portugal,9.9086,32.48277711161921,21.319694047025003,8.4,10.2,4.2,85.6,9.07636096,1800.85991928,2778.4155866,10.7,6.02253675,66.35409037,13.39970709,1194.94421834,1843.59238929,33.64590963,605.91570094,934.82319732,1.36,19950.0,98.0,98.0,98.0,98.0,98.0,20.0,48.76664856406975,5207356.0,84.3,78.1,81.12439024390245,11.1,7.0,15.5,3.1,2.1,3.7,250.0,171.0,306.0,27.75165369,499.7684083,771.05627175,13.5,17.3,25.2,17.5,57.5,52.0,63.1,1.06,93.27985,84.9529,12.3,5.1,20.5,87.0,2.0,70.0,11.1660003662109,10.9709997177124,11.065999984741199,PRT,2016,No data,Endemic,PRT,,,,,,,,,,,,,,,,,,,,
158,Puerto Rico,38.132,22.20382161131999,27.314943646726995,8.3,,,,,,,8.86,,,,,,,,,1.2425,19710.0,,,,,,2.0,41.969304213901246,1159638.0,83.723,76.041,79.78831707317075,,,,,,,,,,,,,28.4,20.6,24.9,20.8,,,,1.053,91.34113,80.70152,,,,87.0,0.17,78.0,9.42599964141846,13.5170001983643,11.8000001907349,PRI,,,,,,,,,,,,,,,,,,,,,,,,
159,Qatar,10.1912,1.399022959519757,16.34504530999721,10.146,5.2,25.9,68.9,3.07944355,1827.06034376,3926.12103707,1.531,2.51368509,81.62789957,6.29298344,1491.39098251,3204.81013719,18.37210043,335.66936125,721.31089988,1.907,64010.0,98.0,98.0,98.0,98.0,99.0,23.0,14.023271837483547,1992709.0,79.885,77.411,78.184,15.3,13.7,16.0,6.7,3.9,7.8,170.0,100.0,197.0,8.55090946,156.23027587,335.71905536,26.3,27.5,33.4,27.7,71.7,73.3,71.0,1.045,89.01916999999997,86.84384,2.0,0.4,2.5,87.0,0.36,69.0,0.653999984264374,0.0560000017285347,0.14000000059604598,QAT,2016,,No autochthonous cases reported,QAT,,,,,,,,,,,,,,,,,,,,
160,Romania,33.7208,25.89137784778213,22.7630625197538,10.2,4.2,3.6,92.2,4.98040299,476.36830872,1152.17544922,13.1,3.89407157,78.18788115,11.32149336,372.46228708,900.86157093,21.81211885,103.90602164,251.31387829,1.64,9530.0,89.0,90.0,89.0,89.0,86.0,74.0,43.22196522635623,8939184.0,79.1,71.7,75.30975609756099,21.4,13.9,29.3,7.2,4.0,8.5,1365.0,757.0,1625.0,20.74990053,98.84595023,239.07525967,26.8,26.7,27.4,26.7,57.7,51.1,64.3,1.058,87.16976,72.1162,12.7,5.0,21.0,87.0,5.0,86.0,4.98799991607666,6.59700012207031,5.90100002288818,ROU,2016,1,No autochthonous cases reported,ROU,,,,,,,,,,,,,,,,,,,,
